policy,n_servers,steps,rebalance_every,avg_latency,p95_latency,imbalance,hottest_server,max_server_heat,replicate
greedy,4,2000,50,198.78616640757502,238.81391124588282,35679.62541606291,0,86.7255404385003,0
greedy,4,2000,50,194.0430410105258,231.92940921119364,16461.483350418188,3,51.30993023683658,1
greedy,4,2000,50,192.82584940215744,232.78285553331298,19358.161938575762,3,51.930334830859785,2
greedy,4,2000,50,194.02826681182566,233.5602165329894,21989.578628078616,1,52.94204314505649,3
greedy,4,2000,50,192.8361973927473,231.41867688044897,22757.214856148694,1,56.55104796630414,4
greedy,4,2000,50,195.43623970212218,235.19435215695998,29270.90768352202,0,76.19524136377422,5
greedy,4,2000,50,193.7047787294012,232.63681146925015,17611.061266645236,0,51.238717651209555,6
greedy,4,2000,50,194.28578852884067,234.3600827264298,25681.430545086077,1,63.08558236235361,7
greedy,4,2000,50,196.82238003434523,235.9764642609139,36146.341436210205,3,90.78280098301565,8
greedy,4,2000,50,192.84314917815593,232.37829625332012,19551.171714154316,3,52.00615176327192,9
greedy,8,2000,50,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,8,2000,50,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,8,2000,50,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,8,2000,50,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,8,2000,50,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,8,2000,50,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,8,2000,50,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,8,2000,50,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,8,2000,50,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,8,2000,50,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,2000,50,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,16,2000,50,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,16,2000,50,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,16,2000,50,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,16,2000,50,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,16,2000,50,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,16,2000,50,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,16,2000,50,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,16,2000,50,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,16,2000,50,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,32,2000,50,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,32,2000,50,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,32,2000,50,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,32,2000,50,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,32,2000,50,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,32,2000,50,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,32,2000,50,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,32,2000,50,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,32,2000,50,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,32,2000,50,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,64,2000,50,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,64,2000,50,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,64,2000,50,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,64,2000,50,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,64,2000,50,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,64,2000,50,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,64,2000,50,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,64,2000,50,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,64,2000,50,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,64,2000,50,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,128,2000,50,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,128,2000,50,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,128,2000,50,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,128,2000,50,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,128,2000,50,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,128,2000,50,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,128,2000,50,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,128,2000,50,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,128,2000,50,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,128,2000,50,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,2000,10,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,16,2000,10,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,16,2000,10,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,16,2000,10,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,16,2000,10,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,16,2000,10,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,16,2000,10,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,16,2000,10,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,16,2000,10,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,16,2000,10,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,2000,25,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,16,2000,25,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,16,2000,25,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,16,2000,25,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,16,2000,25,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,16,2000,25,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,16,2000,25,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,16,2000,25,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,16,2000,25,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,16,2000,25,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,2000,50,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,16,2000,50,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,16,2000,50,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,16,2000,50,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,16,2000,50,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,16,2000,50,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,16,2000,50,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,16,2000,50,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,16,2000,50,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,16,2000,50,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,2000,100,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,16,2000,100,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,16,2000,100,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,16,2000,100,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,16,2000,100,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,16,2000,100,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,16,2000,100,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,16,2000,100,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,16,2000,100,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,16,2000,100,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,2000,250,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,16,2000,250,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,16,2000,250,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,16,2000,250,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,16,2000,250,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,16,2000,250,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,16,2000,250,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,16,2000,250,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,16,2000,250,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,16,2000,250,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,2000,500,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,16,2000,500,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,16,2000,500,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,16,2000,500,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,16,2000,500,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,16,2000,500,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,16,2000,500,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,16,2000,500,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,16,2000,500,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,16,2000,500,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,2000,1000,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,16,2000,1000,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,16,2000,1000,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,16,2000,1000,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,16,2000,1000,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,16,2000,1000,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,16,2000,1000,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,16,2000,1000,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,16,2000,1000,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,16,2000,1000,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,500,50,202.68295407603225,238.81391124588282,37204.68399858827,0,90.32559636155953,0
greedy,16,500,50,194.93317018780536,232.02609320147462,20629.474289082802,3,48.16320745764281,1
greedy,16,500,50,190.18494750720134,230.7299254454557,20398.725202604655,3,48.69727165711087,2
greedy,16,500,50,192.89226062881974,233.39642178175654,21258.3437423832,1,52.00560740676336,3
greedy,16,500,50,192.69113799984098,229.85555818385498,23296.751406263495,1,55.605086633004355,4
greedy,16,500,50,195.06541728607857,234.1576628680869,31131.52872122668,0,77.95471879813668,5
greedy,16,500,50,192.36753501829082,233.37452713497458,20856.703106013607,0,49.04104759362879,6
greedy,16,500,50,192.90497605177953,234.38735933790696,25734.57785225302,1,60.99068186742339,7
greedy,16,500,50,196.00532760345118,233.38626614766835,34921.99407959881,3,86.75122632440346,8
greedy,16,500,50,193.804190498559,232.4428921911518,22415.401385738896,3,54.311435335076084,9
greedy,16,1000,50,200.9507622376462,238.4654190135355,36257.74892583,0,89.42271588658487,0
greedy,16,1000,50,193.9318402683206,231.66626818750444,20895.10084271266,3,48.733130788694304,1
greedy,16,1000,50,192.84932401495556,232.6747151362831,20896.871447501606,3,51.444488409203764,2
greedy,16,1000,50,193.9083195737964,233.54442340106473,21750.638195915344,1,51.305216474024625,3
greedy,16,1000,50,192.26925964105078,230.52420723094062,23568.21269868427,1,55.99526880683785,4
greedy,16,1000,50,195.4570294991603,234.58699231921256,31964.895744034497,0,78.01623899006096,5
greedy,16,1000,50,193.47778002604323,232.61129754009843,20910.309756359336,0,49.899117419087986,6
greedy,16,1000,50,194.44354888083086,234.5226555918477,25597.464301373297,1,62.862776849088675,7
greedy,16,1000,50,196.08497358557105,235.23617406928798,34759.57947358589,3,84.66714498591617,8
greedy,16,1000,50,192.91991012504596,231.6878282819559,22200.243900130783,3,54.298640903659965,9
greedy,16,2000,50,198.78616640757502,238.81391124588282,36011.950929963066,0,86.7255404385003,0
greedy,16,2000,50,194.0430410105258,231.92940921119364,20849.096182087676,3,51.30993023683658,1
greedy,16,2000,50,192.82584940215744,232.78285553331298,21065.269759667943,3,51.930334830859785,2
greedy,16,2000,50,194.02826681182566,233.5602165329894,22046.77988011762,1,52.94204314505649,3
greedy,16,2000,50,192.8361973927473,231.41867688044897,23498.335183375737,1,56.55104796630414,4
greedy,16,2000,50,195.43623970212218,235.19435215695998,30946.7916239496,0,76.19524136377422,5
greedy,16,2000,50,193.7047787294012,232.63681146925015,21051.264036233515,0,51.238717651209555,6
greedy,16,2000,50,194.28578852884067,234.3600827264298,26301.18770608659,1,63.08558236235361,7
greedy,16,2000,50,196.82238003434523,235.9764642609139,36179.59182170123,3,90.78280098301565,8
greedy,16,2000,50,192.84314917815593,232.37829625332012,21458.21622606485,3,52.00615176327192,9
greedy,16,4000,50,197.92997267191274,238.17980982369852,36154.94103480654,0,89.22845825740477,0
greedy,16,4000,50,193.46931171109492,232.58594656313397,20639.30627949113,3,47.61646818459042,1
greedy,16,4000,50,193.17014430379191,232.7468802411915,20720.694501617367,3,50.747653126646824,2
greedy,16,4000,50,194.67811842300054,233.97651585652983,22313.078080454587,1,55.143691289504254,3
greedy,16,4000,50,193.32276598763667,232.6168122827261,23716.547394698235,1,58.02803986863129,4
greedy,16,4000,50,195.4602305423816,235.41280308274384,30785.08869897246,0,75.59023271674951,5
greedy,16,4000,50,193.4407119900381,232.33154916958657,20707.8066365117,0,49.49142405284184,6
greedy,16,4000,50,194.28498834235813,234.32200326390694,26607.452066760437,1,65.84580659482592,7
greedy,16,4000,50,196.95663429105866,237.63561857254155,35123.28753992604,3,86.92924374032852,8
greedy,16,4000,50,193.53695334591853,233.35887265446564,22614.627841891586,3,56.04695151843367,9
greedy,16,8000,50,197.84385271467428,238.3688956798716,36337.20699480982,0,89.85170559190352,0
greedy,16,8000,50,193.35892321773426,232.79404863344854,20447.653147973353,3,48.82131877257266,1
greedy,16,8000,50,193.36949125234037,232.73743180156626,20979.828832531904,3,50.5582263393053,2
greedy,16,8000,50,194.0382046851346,233.54821938102174,21635.642403907437,1,51.20798705679442,3
greedy,16,8000,50,193.68817691542017,232.81409183815316,23329.097348328065,1,57.28997531541269,4
greedy,16,8000,50,195.88140172671902,235.96513280578534,31710.856660644065,0,78.37186698730521,5
greedy,16,8000,50,192.97925227244693,232.2579220416086,20639.030275080095,0,47.65387245703766,6
greedy,16,8000,50,194.25519903837025,234.030112692025,26415.040282429345,1,63.10797397670448,7
greedy,16,8000,50,197.55045384540946,238.07714960928286,35509.53047814488,3,84.53915727419387,8
greedy,16,8000,50,192.8791814996883,232.49591923917325,21796.323916679597,3,53.0206172249617,9
greedy,16,16000,50,197.95293515470388,238.47275648468133,36001.6605393633,0,88.17048701974127,0
greedy,16,16000,50,193.3181502109449,232.79404863344854,20488.57152936781,3,49.697863614363314,1
greedy,16,16000,50,193.33529466944375,232.98261452924498,21116.484281936817,3,51.366230750547906,2
greedy,16,16000,50,193.85929815278305,233.91028771801393,21615.523915512465,1,51.49099586468401,3
greedy,16,16000,50,193.894752264083,232.88908793921848,23455.3664539372,1,57.13249290036907,4
greedy,16,16000,50,195.96715078973696,235.76843034657117,32282.300093591555,0,80.54503354180642,5
greedy,16,16000,50,193.0081273210612,232.19506116647662,21265.83989555684,0,50.695663067735964,6
greedy,16,16000,50,194.2658130436778,234.10941099095012,26529.55748246114,1,65.50633847980124,7
greedy,16,16000,50,197.5413716757983,237.79704442323552,35394.34328909429,3,86.4574261406654,8
greedy,16,16000,50,193.08040025980526,232.558175061861,22779.34389317589,3,56.36758890012016,9
